round,persons_alive,farms_open,bakeries_open,money_in_circulation,money_in_dead_balances,outstanding_debt,peer_lent,government_debt,government_bank_debt,bonds_outstanding,government_arrears,bonds_issued,coupons,bond_rate,government_cash,government_reserve_target,surplus_redistributed,tax_scale,government_outlay,tax_shortfall,tax_policy_step,consumption_tax,consumption_tax_scale,wealth_tax,wealth_tax_base,wealth_tax_scale,clearing_residue,negative_wealth_persons,zero_cash_persons,wealth_gap_meals,wealth_bottom10_meals,wealth_top10_meals,cash_gap_meals,cash_bottom10_meals,cash_top10_meals,invoices_issued,invoices_paid,invoices_open,invoices_overdue,liquidations,refoundings,bad_debt,bank_bailouts,profit_tax,profit_tax_scale,parking_tax_scale,income_tax_accrued,income_tax_charged,wealth_tax_arrears,consumption_tax_rate_now,bracket_top_rate,bracket_bottom_rate,bank_retained_interest,cumulative_interest_paid,cumulative_write_offs,cumulative_credit_refusals,money_created,money_destroyed,credit_demand,tax,enterprise_tax,deposit_interest,buffer_pool,insurance_premiums,insurance_payouts,missed_payments,cash_banks,gi_created,demurrage_destroyed,demurrage_tax,account_fees,fees,trade_arrears,interest_rate,price_bread,price_grain,price_ticket,price_rent,price_wage,wage_bid_producers,bread_baked,bread_sold,grain_harvested,labour_offered,labour_sold,government_labour,unemployed,hungry,without_bread,half_meals,gluttons,bread_stocked,total_capacity,cash_persons,cash_farms,cash_bakeries,land_persons,land_farms,land_banks,landholders,gini_cash_persons,gini_net_wealth_persons,gini_income_persons,persons_below_meal,persons_income,bread_bill,gluttony_attempted,gluttony_refused,tickets_sold,n_greedy,hungry_greedy,hungry_others,cash_greedy,land_greedy,wealth_greedy,wealth_persons,bread_greedy,greedy_loaves,greedy_tickets,ration,tier_multiplier,tier_sold,tier_revenue,n_consumers,n_hoarders,wealth_hoarders,land_hoarders,shares_hoarders,greedy_land,greedy_shares,ticket_revenue,theatre_labour,cash_theatres,theatres_open,dividends,dividend_income_persons,share_price_mean,share_units_per_firm,founders_stake_pct,book_per_unit_mean,share_trades,share_trades_deferred,share_contracts_outstanding,share_seizures,share_volume,founders_stake_mean,outside_holders,forward_value_mean,coop_worker_open,coop_consumer_open,coop_member_open,coop_retained_reserve,coop_buffer_pledged,buffer_pledged_persons,patronage_wages,rebates,membership_capital,reserved_labour,coop_worker_hours,coop_members_worker,coop_members_consumer,worker_members,unemployed_members,unemployed_nonmembers,rebate_income_persons,coop_open,forprofit_open,cash_coops,coop_members,coop_capital,founder_capital,founder_debt,reserve_shortfall_owned,reserve_shortfall_coops,reserve_shortfall_forprofit,dividends_coops,dividends_forprofit,founders_cash,cash_forprofit,gini_net_wealth_all,n_workers,wealth_workers,n_landowners,wealth_landowners,n_farms,wealth_farms,n_bakeries,wealth_bakeries,n_banks,wealth_banks,wealth_government,land_price,deaths,closures,production_target_farms,production_target_bakeries,rung,system,seed,identity
54,511,4,4,100752.39390000004,0.0,81.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,29.599434767992957,7.308192435515598,36.907627203508554,20.108220344602277,7.266963930795187,27.375184275397462,2499.7291000000114,2395.5883999999983,2499.7291000000114,0.0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,-107.83209999999984,0.0,2,2555.0,1743.3146000000006,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,525.0146,2555.0,1743.3146000000006,0.0,269.0,0.0,0.0,0.015,4.333546183206107,4.747574618320632,NaN,NaN,3.356832666666633,19.49182712826319,1048.0,1048.0,524.0,2034.3333333333333,1050.0,0.0,246,21,21,3,61,38.0,2023.0,57517.720899999964,19366.831000000002,23342.8274,205,563,0,41,0.2503523572975692,0.303900205753143,0.5371371354089283,0,5218.699999999991,4541.5564,61,0,0.0,0,0,21,0.0,0,0.0,65211.22089999998,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,5120.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,246,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6307512857510302,470,52313.741799999974,41,12897.479099999999,4,40494.331000000006,4,23392.3274,2,535.5146,-81.0,37.5,0,0,524,524,0 bare bones,sumsy,2,5.820766091346741e-11
55,511,4,4,101547.84630000005,0.0,82.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,29.134694492684073,7.418639900975053,36.55333439365912,19.93878600736963,7.380433180373591,27.31921918774322,2521.0213999999955,2499.729100000003,2521.0213999999955,0.0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,-107.83209999999984,0.0,2,2555.0,1759.5475999999985,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,525.3051,2555.0,1759.5475999999985,0.0,269.0,0.0,0.0,0.015,4.367454423076924,4.825041153846145,NaN,NaN,3.355274088291708,19.531605173559186,1040.0,1040.0,520.0,2019.0,1042.0,0.0,248,12,12,1,49,32.0,2031.0,57990.63889999999,19640.736899999996,23391.165399999998,202,566,0,41,0.24669901335388356,0.29936157189980994,0.5417005157511463,0,5180.5706000000055,4542.152600000001,49,0,0.0,0,0,12,0.0,0,0.0,65571.63889999998,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,5120.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,248,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6287504061467082,470,52708.58579999999,41,12863.0531,4,40882.236899999996,4,23440.665399999998,2,535.8051,-82.5,37.5,0,0,520,520,0 bare bones,sumsy,2,5.820766091346741e-11
56,511,4,4,102327.3892,0.0,84.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,28.839587125949663,7.4735529667619875,36.313140092711656,19.79389052100927,7.41985160835631,27.21374212936558,2517.4471999999996,2521.0213999999914,2517.4471999999996,0.0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,-107.83209999999984,0.0,2,2555.0,1775.457099999999,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,525.4589000000001,2555.0,1775.457099999999,0.0,269.0,0.0,0.0,0.015,4.368913409961683,4.799707279693486,NaN,NaN,3.345381739961781,19.547295719004005,1044.0,1044.0,522.0,2029.6666666666665,1046.0,0.0,247,13,13,2,49,33.0,2030.0,58379.69700000001,19976.6978,23445.5355,201,567,0,41,0.24285837858618886,0.2952093219876486,0.5414592785209116,0,5175.703700000003,4561.145599999997,49,0,0.0,0,0,13,0.0,0,0.0,65923.19700000001,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,5120.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,247,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6269456011509593,470,53075.1957,41,12848.0013,4,41257.1978,4,23495.0355,2,535.9589000000001,-84.0,37.5,0,0,522,522,0 bare bones,sumsy,2,5.820766091346741e-11
57,511,4,4,103091.3401,0.0,85.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,29.119760637740317,7.283246776475479,36.40300741421579,20.267076646399595,7.2617205822925195,27.528797228692113,2487.7914999999957,2517.4471999999987,2487.7914999999957,0.0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,-107.83209999999984,0.0,2,2555.0,1791.0491,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,525.5304,2555.0,1791.0491,0.0,269.0,0.0,0.0,0.015,4.356686276391554,4.751999040307093,NaN,NaN,3.3472104406129977,19.750930650535768,1042.0,1042.0,521.0,2027.3333333333333,1044.0,0.0,248,10,10,0,42,31.0,2034.0,58836.135900000045,20246.4666,23483.2072,198,570,0,41,0.24487434622164028,0.29589111773824506,0.5424492414029529,0,5161.605999999994,4539.667099999999,42,0,0.0,0,0,10,0.0,0,0.0,66267.13590000008,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,5120.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,248,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6275209044385313,470,53470.18110000005,41,12796.954800000001,4,41640.9666,4,23532.7072,2,536.0304,-85.5,37.5,0,0,521,521,0 bare bones,sumsy,2,5.820766091346741e-11
58,511,4,4,103840.01280000011,0.0,87.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,29.292227620330472,7.494763736068217,36.78699135639869,20.081446584572724,7.453608828821521,27.535055413394247,2493.167499999992,2487.791499999988,2493.167499999992,0.0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,-107.83209999999984,0.0,2,2555.0,1806.3272999999995,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,525.5521,2555.0,1806.3272999999995,0.0,269.0,0.0,0.0,0.015,4.339381704980846,4.7531944444444285,NaN,NaN,3.359565105162527,19.830692704733746,1044.0,1044.0,522.0,2034.0,1046.0,0.0,248,20,20,3,58,38.0,2024.0,59223.63749999997,20565.8514,23524.971800000003,198,570,0,41,0.242425507730873,0.29485570544513773,0.5402542878801755,0,5173.31610000001,4530.314500000003,58,0,0.0,0,0,20,0.0,0,0.0,66654.63749999995,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,5120.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,248,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6269749856517024,470,53695.712099999975,41,12958.9254,4,41961.8514,4,23574.471800000003,2,536.0521,-87.0,37.5,0,0,522,522,0 bare bones,sumsy,2,5.820766091346741e-11
59,511,4,4,104573.71179999998,0.0,88.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,29.633354251025786,7.670599879726564,37.30395413075235,20.1491066355197,7.663787668604461,27.812894304124164,2485.348000000012,2493.1674999999964,2485.348000000012,0.0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,-107.83209999999984,0.0,2,2555.0,1821.301000000001,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,525.5748,2555.0,1821.301000000001,0.0,269.0,0.0,0.0,0.015,4.410950674373795,4.76560308285166,NaN,NaN,3.558018942307739,27.02024099067021,1038.0,1038.0,519.0,2020.0000000000002,1040.0,0.0,248,13,13,1,47,34.0,2031.0,59797.411499999995,20837.295299999998,23413.4302,196,572,0,41,0.23793317820020565,0.2912613981505672,0.5269777925974559,0,5347.840799999996,4578.566799999999,48,1,0.0,0,0,13,0.0,0,0.0,67153.41150000003,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,5120.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,248,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6245364252226842,470,54171.26130000002,41,12982.150200000002,4,42309.7953,4,23462.9302,2,536.0748,-88.5,37.5,0,0,519,519,0 bare bones,sumsy,2,5.820766091346741e-11
60,511,4,4,105292.737,0.0,90.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,29.066124434654203,7.652358187976308,36.71848262263051,19.970012965372383,7.6100626060796275,27.58007557145201,2538.150599999997,2485.3479999999904,2538.150599999997,0.0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,-107.83209999999984,0.0,2,2555.0,1835.9747999999984,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,525.575,2555.0,1835.9747999999984,0.0,269.0,0.0,0.0,0.015,4.453590595009603,4.848657581573891,NaN,NaN,3.5728490421456747,26.94271774590452,1042.0,1042.0,521.0,2029.6666666666667,1044.0,0.0,248,16,16,1,57,30.0,2028.0,60357.39739999993,21053.8747,23355.889900000002,193,575,0,41,0.2349943096882916,0.2870396693401094,0.5246736760236108,0,5366.127300000018,4640.641400000006,57,0,0.0,0,0,16,0.0,0,0.0,67600.89739999993,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,5120.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,248,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6220110270270591,470,54661.38739999996,41,12939.509999999998,4,42640.3747,4,23405.389900000002,2,536.075,-90.0,37.5,0,0,521,521,0 bare bones,sumsy,2,5.820766091346741e-11
61,511,4,4,105997.38139999998,0.0,91.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,28.749751863872845,7.81224022855386,36.561992092426706,19.776486331748654,7.771247307812765,27.547733639561418,2569.4359999999915,2538.1506000000004,2569.4359999999915,0.0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,-107.83209999999984,0.0,2,2555.0,1850.3556000000003,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,525.9431999999999,2555.0,1850.3556000000003,0.0,269.0,0.0,0.0,0.015,4.475794359464633,4.889934990439754,NaN,NaN,3.5596939885496983,26.531976610969515,1046.0,1046.0,523.0,2026.6666666666667,1048.0,0.0,247,9,9,2,40,34.0,2035.0,60807.659400000026,21363.0668,23300.712,192,576,0,41,0.23264693778088863,0.2844225350684728,0.5233062058219295,0,5357.442899999997,4681.680900000006,40,0,0.0,0,0,9,0.0,0,0.0,68013.65940000002,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,5120.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,247,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6204326226900798,470,55054.863100000024,41,12958.796299999998,4,42988.5668,4,23350.212,2,536.4431999999999,-91.5,37.5,0,0,523,523,0 bare bones,sumsy,2,5.820766091346741e-11
62,511,4,4,106687.93379999984,0.0,93.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,28.482507206449906,7.751878862107645,36.23438606855755,19.672499161656244,7.710505770292375,27.38300493194862,2540.6590999999976,2569.4360000000047,2540.6590999999976,0.0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,-107.83209999999984,0.0,2,2555.0,1864.4476,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,526.1418,2555.0,1864.4476,0.0,269.0,0.0,0.0,0.015,4.470149904214564,4.844174521072793,NaN,NaN,3.5563983747610384,26.519248584161858,1044.0,1044.0,522.0,2032.3333333333335,1046.0,0.0,247,14,13,4,50,36.0,2030.0,61253.1092,21698.8489,23209.8339,191,577,0,41,0.23121735496110785,0.2825411851527255,0.5248667272217422,0,5337.786300000005,4666.836500000005,50,0,0.0,0,0,14,0.0,0,0.0,68421.60919999996,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,5120.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,247,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6192032734791966,470,55500.05040000001,41,12921.5588,4,43363.3489,4,23259.3339,2,536.6418,-93.0,37.5,0,0,522,522,0 bare bones,sumsy,2,5.820766091346741e-11
63,511,4,4,107364.67489999988,0.0,94.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,28.041179198850266,7.991864505317586,36.03304370416785,19.247747505188986,7.957613120730894,27.20536062591988,2554.8874000000033,2540.659100000003,2554.8874000000033,0.0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,-107.83209999999984,0.0,2,2555.0,1878.2588999999994,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,526.2161000000001,2555.0,1878.2588999999994,0.0,269.0,0.0,0.0,0.015,4.469006442307694,4.890168076923083,NaN,NaN,3.5671492322456135,26.611144414767196,1040.0,1040.0,520.0,2025.0000000000002,1042.0,0.0,247,8,8,2,43,29.0,2035.0,61734.7756,21975.9332,23127.75,189,579,0,41,0.22521797884573824,0.2766109129073375,0.5258082996173272,0,5324.933099999991,4647.766700000002,43,0,0.0,0,0,8,0.0,0,0.0,68828.27560000002,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,5120.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,247,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6159330763379796,470,55930.16169999999,41,12898.113900000004,4,43716.9332,4,23177.25,2,536.7161000000001,-94.5,37.5,0,0,520,520,0 bare bones,sumsy,2,5.820766091346741e-11
64,511,4,4,108027.8816,0.0,96.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,28.01342404965816,8.10721478381451,36.12063883347267,19.44314191360159,8.070234374766548,27.513376288368136,2562.595799999983,2554.8874000000155,2562.595799999983,0.0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,-107.83209999999984,0.0,2,2555.0,1891.793299999999,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,526.2466,2555.0,1891.793299999999,0.0,269.0,0.0,0.0,0.015,4.46917045889101,4.8768562141491065,NaN,NaN,3.556702576335913,26.44690443442024,1046.0,1046.0,523.0,2032.3333333333335,1048.0,0.0,247,9,9,2,41,32.0,2035.0,62161.20890000002,22279.4531,23060.973,188,580,0,41,0.22343346901763894,0.27444546230309474,0.523585590518622,0,5326.685600000018,4674.7522999999965,42,1,0.0,0,0,9,0.0,0,0.0,69217.20890000001,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,5120.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,247,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6145930177222418,470,56341.35230000002,41,12875.8566,4,44059.4531,4,23110.473,2,536.7466,-96.0,37.5,0,0,523,523,0 bare bones,sumsy,2,5.820766091346741e-11
65,511,4,4,108677.82429999995,0.0,97.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,27.97298522525096,8.132512650487831,36.10549787573879,19.28190069567756,8.094774585965876,27.376675281643433,2558.6836,2562.5958000000114,2558.6836,0.0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,-107.83209999999984,0.0,2,2555.0,1905.0572999999983,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,526.2827,2555.0,1905.0572999999983,0.0,269.0,0.0,0.0,0.015,4.467926819923371,4.878704214559387,NaN,NaN,3.559806309751427,26.46363730338395,1044.0,1044.0,522.0,2032.3333333333335,1046.0,0.0,248,9,9,2,39,35.0,2035.0,62555.95600000002,22617.132100000003,22978.4535,188,580,0,41,0.22184828848887772,0.2727504105091152,0.5243965770449017,0,5314.762700000003,4664.5156,39,0,0.0,0,0,9,0.0,0,0.0,69611.95599999999,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,5120.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,248,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6134183538743436,470,56692.57420000003,41,12919.381800000003,4,44398.632099999995,4,23027.9535,2,536.7827,-97.5,37.5,0,0,522,522,0 bare bones,sumsy,2,5.820766091346741e-11
66,511,4,4,109314.76790000004,0.0,99.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,27.730527741628485,8.208448467706221,35.938976209334704,19.326640338160985,8.144747606930126,27.47138794509111,2562.636099999998,2558.6836000000117,2562.636099999998,0.0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,-107.83209999999984,0.0,2,2555.0,1918.0563999999993,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,526.2804,2555.0,1918.0563999999993,0.0,269.0,0.0,0.0,0.015,4.470091650671786,4.8956547024951975,NaN,NaN,3.558811877394689,26.54453870195788,1042.0,1042.0,521.0,2032.3333333333335,1044.0,0.0,248,13,13,3,51,33.0,2031.0,62970.75979999994,22919.8945,22897.8332,187,581,0,41,0.21900476310101014,0.268592548894645,0.5254847926070509,0,5298.139299999982,4657.835500000001,51,0,0.0,0,0,13,0.0,0,0.0,69989.25979999999,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,5120.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,248,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6110768596029752,470,57110.30509999994,41,12878.954700000002,4,44740.394499999995,4,22947.3332,2,536.7804,-99.0,37.5,0,0,521,521,0 bare bones,sumsy,2,5.820766091346741e-11
67,511,4,4,109938.97330000006,0.0,100.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,27.28063795793931,8.484017169541938,35.76465512748125,19.169884179624866,8.422126522914253,27.592010702539117,2563.135799999993,2562.6360999999833,2563.135799999993,0.0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,-107.83209999999984,0.0,2,2555.0,1930.7945999999997,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,526.2843,2555.0,1930.7945999999997,0.0,269.0,0.0,0.0,0.015,4.471932629558544,4.8966138195777225,NaN,NaN,3.55270229885056,26.546367246664488,1042.0,1042.0,521.0,2027.0,1044.0,0.0,247,23,23,4,61,42.0,2020.0,63369.13750000003,23221.8635,22821.688000000002,186,582,0,41,0.21507206666914636,0.26462216850844755,0.5260739881861767,0,5283.631499999987,4659.753800000002,61,0,0.0,0,0,23,0.0,0,0.0,70350.13750000008,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,5120.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,247,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6088832752995039,470,57491.53500000004,41,12858.602499999997,4,45081.3635,4,22871.188000000002,2,536.7843,-100.5,37.5,0,0,521,521,0 bare bones,sumsy,2,5.820766091346741e-11
68,511,4,4,110550.69369999993,0.0,102.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,27.344064818424094,8.508525309456743,35.85259012788084,19.393218075926967,8.432836228554455,27.826054304481424,2528.765500000005,2563.135800000018,2528.765500000005,0.0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,-107.83209999999984,0.0,2,2555.0,1943.2796000000008,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,526.2833,2555.0,1943.2796000000008,0.0,269.0,0.0,0.0,0.015,4.477194379844967,4.877452519379855,NaN,NaN,3.552634139265002,26.775929880787885,1032.0,1032.0,516.0,2014.666666666667,1034.0,0.0,248,18,18,4,56,36.0,2026.0,63821.96469999999,23475.6097,22726.836,183,585,0,41,0.21599947344572468,0.2645499642942477,0.5312699747221272,0,5238.791799999994,4620.464600000006,56,0,0.0,0,0,18,0.0,0,0.0,70690.46469999995,0.0,0,0,0,1.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,NaN,5120.0,NaN,NaN,0,0,0.0,0,0.0,NaN,0,NaN,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,248,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6087115463758654,470,57834.01430000001,41,12856.450400000002,4,45449.1097,4,22776.336,2,536.7833,-102.0,37.5,0,0,516,516,0 bare bones,sumsy,2,5.820766091346741e-11
